Len, Countries
30,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;Norway;Honduras;Liberia;Poland;Bulgaria
30,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;Egypt;El Salvador;Liberia;Colombia;Ethiopia
30,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;Egypt;El Salvador;Liberia;Poland;Bulgaria
30,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;Egypt;Honduras;Liberia;Colombia;Ethiopia
30,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;Egypt;Honduras;Liberia;Poland;Bulgaria
28,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;France;Belgium;Colombia;Philippines;Ethiopia
28,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;France;Belgium;Colombia;Philippines;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;France;Belgium;Poland;Bulgaria
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;Liberia;Colombia;Philippines;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Cuba;France;Colombia;Philippines;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;France;Belgium;Colombia;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;France;Belgium;Poland;Bulgaria
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;France;Belgium;Poland;Bulgaria
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;Liberia;Colombia;Philippines;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Cuba;France;Colombia;Philippines;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;France;Belgium;Colombia;Ethiopia
27,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;France;Belgium;Poland;Bulgaria
27,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Peru;El Salvador
27,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Peru;Honduras
27,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Ecuador;El Salvador
27,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Ecuador;Honduras
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;El Salvador;Peru;Belgium
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;El Salvador;Peru;Liberia
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;El Salvador;Ecuador;Belgium
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;El Salvador;Ecuador;Liberia
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;Honduras;Peru;Belgium
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;Honduras;Peru;Liberia
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;Honduras;Ecuador;Belgium
27,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Colombia;Philippines;Ethiopia;Honduras;Ecuador;Liberia
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;Liberia;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Cuba;France;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;Liberia;Colombia;Ethiopia
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;Liberia;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Cuba;France;Colombia;Ethiopia
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Cuba;France;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Canada;Liberia;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Norway;Cuba;France;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;Liberia;Colombia;Ethiopia
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Canada;Liberia;Poland;Bulgaria
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Cuba;France;Colombia;Ethiopia
26,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Australia;Albania;Denmark;Turkey;New Zealand;Luxembourg;Egypt;Cuba;France;Poland;Bulgaria
26,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;El Salvador;Syria;Egypt;Saudi Arabia;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Peru
26,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;El Salvador;Syria;Egypt;Saudi Arabia;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Ecuador
26,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;Honduras;Syria;Egypt;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Saudi Arabia;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Peru
26,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;Honduras;Syria;Egypt;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Saudi Arabia;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Ecuador
25,;United States;Canada;France;Iran;Syria;Saudi Arabia;Colombia;Ethiopia;Egypt;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Kingdom of Italy;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Peru
25,;United States;Canada;France;Iran;Syria;Saudi Arabia;Colombia;Ethiopia;Egypt;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Kingdom of Italy;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Ecuador
25,;United States;Canada;France;Iran;Syria;Saudi Arabia;Colombia;Ethiopia;Philippines;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Kingdom of Italy;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Peru
25,;United States;Canada;France;Iran;Syria;Saudi Arabia;Colombia;Ethiopia;Philippines;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Kingdom of Italy;Uruguay;Nicaragua;Haiti;British Empire;Argentina;Paraguay;Bolivia;Ecuador
25,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Ethiopia;Portugal;Italy;India;Ukraine;Greece;Germany;United Kingdom;Azerbaijan;Singapore;Malaysia;South Korea;Spain
25,;United States;Canada;Liberia;Iran;Syria;Saudi Arabia;Kingdom of Italy;Argentina;Paraguay;Mexico;Colombia;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Uruguay;Ethiopia;Nicaragua;Haiti;British Empire;Bolivia;Peru;Egypt
25,;United States;Canada;Liberia;Iran;Syria;Saudi Arabia;Kingdom of Italy;Argentina;Paraguay;Mexico;Colombia;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Uruguay;Ethiopia;Nicaragua;Haiti;British Empire;Bolivia;Peru;Philippines
25,;United States;Canada;Liberia;Iran;Syria;Saudi Arabia;Kingdom of Italy;Argentina;Paraguay;Mexico;Colombia;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Uruguay;Ethiopia;Nicaragua;Haiti;British Empire;Bolivia;Ecuador;Egypt
25,;United States;Canada;Liberia;Iran;Syria;Saudi Arabia;Kingdom of Italy;Argentina;Paraguay;Mexico;Colombia;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Lebanon;Uruguay;Ethiopia;Nicaragua;Haiti;British Empire;Bolivia;Ecuador;Philippines
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Peru;El Salvador;Albania;Soviet Union;Egypt;Poland;Bulgaria
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Peru;Honduras;Kingdom of Italy;Iran;Colombia;Ethiopia;Egypt
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Peru;Honduras;Kingdom of Italy;Iran;Colombia;Ethiopia;Philippines
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Peru;Honduras;Soviet Union;Egypt;Poland;Albania;Bulgaria
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Ecuador;El Salvador;Albania;Soviet Union;Egypt;Poland;Bulgaria
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Ecuador;Honduras;Kingdom of Italy;Iran;Colombia;Ethiopia;Egypt
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Ecuador;Honduras;Kingdom of Italy;Iran;Colombia;Ethiopia;Philippines
25,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Ecuador;Honduras;Soviet Union;Egypt;Poland;Albania;Bulgaria
25,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Peru;El Salvador
25,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Peru;Honduras
25,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Ecuador;El Salvador
25,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Ecuador;Honduras
25,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Argentina;Paraguay;Bolivia;Uruguay;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Nicaragua;Haiti;British Empire;El Salvador;Poland;Albania;Bulgaria;Peru
25,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Argentina;Paraguay;Bolivia;Uruguay;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Nicaragua;Haiti;British Empire;El Salvador;Poland;Albania;Bulgaria;Ecuador
25,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Argentina;Paraguay;Bolivia;Uruguay;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Nicaragua;Haiti;British Empire;Honduras;Poland;Albania;Bulgaria;Peru
25,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Argentina;Paraguay;Bolivia;Uruguay;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Nicaragua;Haiti;British Empire;Honduras;Poland;Albania;Bulgaria;Ecuador
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;El Salvador;Peru;Belgium
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;El Salvador;Peru;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;El Salvador;Ecuador;Belgium
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;El Salvador;Ecuador;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;Honduras;Peru;Belgium
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;Honduras;Peru;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;Honduras;Ecuador;Belgium
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Iraq;Norway;New Zealand;Albania;Turkey;Luxembourg;Bulgaria;Honduras;Ecuador;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Peru;Iran;Colombia;Honduras;Ethiopia;Egypt;France
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Peru;Iran;Colombia;Honduras;Ethiopia;Egypt;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Peru;Iran;Colombia;Honduras;Ethiopia;Philippines;France
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Peru;Iran;Colombia;Honduras;Ethiopia;Philippines;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Iran;Colombia;Honduras;Ethiopia;Egypt;France
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Iran;Colombia;Honduras;Ethiopia;Egypt;Liberia
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Iran;Colombia;Honduras;Ethiopia;Philippines;France
25,;Panama;Kingdom of Italy;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Lebanon;Nicaragua;Haiti;British Empire;Syria;Saudi Arabia;Canada;Ecuador;Iran;Colombia;Honduras;Ethiopia;Philippines;Liberia
24,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Thailand;India;Italy;Greece;United Kingdom;Ethiopia;South Korea;Malaysia;Portugal;Ukraine;Azerbaijan;Singapore;Spain;Germany
23,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Peru;Cuba
23,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Peru;Belgium
23,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Peru;Liberia
23,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Ecuador;Cuba
23,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Ecuador;Belgium
23,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Colombia;Philippines;Ethiopia;Ecuador;Liberia
23,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Sudan;Portugal;Ukraine;Sweden;Italy;India;Greece;Germany;United Kingdom;Indonesia;Azerbaijan;Singapore;Malaysia;South Korea;Spain
23,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Peru;Honduras;Soviet Union;Egypt;Iran
